record,type,0_pre-RR,0_post-RR,0_pPeak,0_tPeak,0_rPeak,0_sPeak,0_qPeak,0_qrs_interval,0_pq_interval,0_qt_interval,0_st_interval
I56,N,297,289,-0.077492403,-0.021626639,-0.024356392,-0.024356392,-0.256263579,6,7,14,1
I56,N,289,291,-0.104126148,0.412184626,-0.115077904,-0.779470622,-0.115077904,8,1,23,14
I56,N,291,297,-0.079748152,0.365617841,-0.070836806,-0.786585108,-0.270349562,14,8,37,15
I56,N,297,294,-0.07904193,0.329057168,-0.012986324,-0.760009083,-0.259392507,14,7,34,13
I56,N,294,297,-0.1216346,0.410351147,-0.123054741,-0.775120458,-0.123054741,8,1,24,15
I56,N,297,305,-0.06069788,0.360159518,-0.063987753,-0.791936431,-0.063987753,8,1,23,14
I56,N,305,303,-0.0713091,-0.001394625,-0.01423148,-0.01423148,-0.250923085,5,8,14,1
I56,N,303,303,-0.103619356,0.407633679,-0.12080822,-0.772564329,-0.12080822,7,1,24,16
I57,N,158,157,0.217418194,-0.223961416,0.758495861,-0.473327876,-0.191737471,15,30,51,6
I57,N,157,163,-0.154098013,0.79407951,-0.094763138,-0.094763138,-0.224464625,2,5,12,5
I57,N,163,152,-0.092123522,-0.078601355,0.955012473,-0.331290989,-0.134119389,18,5,30,7
I57,N,152,140,-0.12751756,-0.098123702,0.860129025,-0.42837582,-0.140884787,15,4,26,7
I57,VEB,140,176,-0.016860159,0.994540729,-1.171580342,-1.171580342,-1.189328111,1,13,36,22
I57,N,176,159,0.265980884,-0.003511796,0.990339963,-0.201336914,0.124549451,16,7,28,5
I57,N,159,160,-0.132459205,0.785644367,-0.001679928,-0.001679928,-0.145092761,3,2,10,5
I57,N,160,160,-0.106925513,-0.142895204,0.848652435,-0.446103765,-0.153274043,16,7,29,6
I57,N,160,161,-0.128611274,-0.145191381,0.839431115,-0.415261085,-0.194535027,16,10,32,6
I57,N,161,167,-0.098207724,0.750727385,-0.117003743,-0.117003743,-0.181125249,2,5,13,6
I58,N,206,209,0.022657591,-0.088685447,0.954940138,-0.372420893,-0.024790837,15,5,26,6
I58,N,209,215,-0.008328677,-0.090375493,0.923002773,-0.370883901,-0.055785204,15,5,26,6
I58,N,215,215,-0.019624349,-0.089031385,0.869489006,-0.359535627,-0.054588759,15,9,30,6
I58,N,215,212,-0.02334126,-0.093658351,0.924524583,-0.388471891,-0.05306828,16,10,32,6
I58,N,212,215,0.001925167,-0.098251813,0.94613629,-0.412793936,-0.053887808,15,5,26,6
I58,N,215,217,-0.025855419,-0.101446076,0.911345205,-0.393055865,-0.078543924,16,5,26,5
I58,N,217,217,-0.026990692,-0.101380471,0.87087388,-0.370540675,-0.071498325,15,9,30,6
I58,N,217,214,-0.022650942,-0.10162386,0.906302745,-0.397910709,-0.065671721,16,7,29,6
I58,N,214,216,-0.018700862,-0.100619811,0.939563374,-0.410145447,-0.065833485,15,5,26,6
I58,N,216,214,-0.035903557,-0.107259934,0.89543123,-0.399009777,-0.074552619,15,7,28,6
I59,N,290,303,0.170372587,-0.070638363,1.109428027,-1.050941409,-0.075091833,34,17,59,8
I59,N,303,282,0.114792241,-0.09089928,1.04370171,-1.065917227,-0.112177314,34,16,57,7
I59,N,282,260,0.139775257,-0.111164689,1.122880043,-1.062249778,-0.10196026,36,15,58,7
I59,N,260,302,0.132437209,-0.084802595,1.127525059,-1.068402822,-0.085723682,34,17,58,7
I59,N,302,284,0.110875191,-0.093528786,1.039981983,-1.077538077,-0.127776886,34,17,59,8
I59,N,284,269,0.137207646,-0.107521613,1.130546432,-1.051562209,-0.107557436,36,16,59,7
I59,N,269,317,0.131154227,-0.084043608,1.124428712,-1.09264382,-0.101530173,35,17,59,7
I59,N,317,308,0.100182731,-0.101003828,1.043136839,-1.072615148,-0.124807427,34,16,58,8
I59,N,308,271,0.111656164,-0.106000268,1.082148904,-1.044593662,-0.117479619,34,16,57,7
I59,N,271,295,0.135572734,-0.102469557,1.132592372,-1.072831323,-0.100835127,35,16,58,7
I60,N,223,219,0.436747121,0.095020473,1.263913704,-1.070872235,0.179824022,27,17,52,8
I60,N,219,217,0.102567434,0.005024559,1.09180633,-1.224307198,-0.085816395,27,17,52,8
I60,N,217,214,0.115259363,-0.011898094,1.13426944,-1.271531,-0.090884443,27,16,51,8
I60,N,214,326,0.113104935,0.008776789,1.058066722,-1.257007416,-0.098108619,28,17,52,7
I60,N,326,307,0.093127338,-0.097544989,1.076401826,-1.223015025,-0.110396191,29,17,53,7
I60,N,307,305,0.084650465,-0.049138832,1.084984329,-1.262748435,-0.112169634,27,17,51,7
I60,N,305,285,0.075802616,-0.038554276,1.045936481,-1.240121569,-0.132758056,28,16,51,7
I60,N,285,233,0.103024922,-0.078012909,1.129841897,-1.257504924,-0.086739416,26,18,51,7
I60,N,233,223,0.114538251,-0.056695882,1.173269691,-1.250579083,-0.096253591,28,16,51,7
I60,N,223,222,0.120112215,-0.025227214,1.124004563,-1.244711047,-0.083303592,27,16,51,8
I61,N,309,309,0.089283987,-0.084258236,0.983001428,-1.099392004,-0.114563145,34,17,59,8
I61,N,309,328,0.106310641,-0.050514065,0.978937859,-1.073587436,-0.114317443,33,18,59,8
I61,N,328,315,0.089812199,-0.073039997,0.956949035,-1.09886317,-0.123979611,33,17,58,8
I61,N,315,322,0.092477984,-0.073027262,1.003907232,-1.080285172,-0.10619419,34,17,58,7
I61,N,322,329,0.093593968,-0.06202488,0.962234621,-1.090422443,-0.129979362,34,17,58,7
I61,N,329,308,0.088507357,-0.066146887,0.9651176,-1.070453957,-0.122756094,33,17,58,8
I61,N,308,323,0.099536854,-0.06621554,0.995719255,-1.093751018,-0.103111925,33,18,59,8
I61,N,323,316,0.096676667,-0.056681156,0.975439889,-1.076941183,-0.118423097,34,18,59,7
I61,N,316,301,0.096968294,-0.075163956,0.983737419,-1.090233214,-0.114991157,34,17,59,8
I61,N,301,321,0.106606674,-0.056401246,0.983847825,-1.103081952,-0.113925996,34,18,60,8
I62,N,280,271,-0.041632113,-0.044065034,1.020663945,-0.395461485,-0.158604139,16,7,30,7
I62,N,271,269,-0.021236913,-0.0762207,1.055584231,-0.329706177,-0.149691066,17,8,31,6
I62,N,269,271,-0.023666035,-0.08429036,1.001721521,-0.315414195,-0.144709372,17,7,31,7
I62,N,271,274,-0.025357113,-0.069869033,0.983986816,-0.32820701,-0.143608063,17,7,30,6
I62,N,274,281,-0.023554947,-0.075562833,0.973120196,-0.345659932,-0.144267219,17,7,30,6
I62,N,281,277,-0.029222022,-0.070208789,1.02851292,-0.382774519,-0.151025824,16,11,33,6
I62,N,277,282,-0.02385503,-0.077051212,1.041554948,-0.332283615,-0.148763627,17,10,33,6
I62,N,282,286,-0.038541909,-0.083557751,0.963720248,-0.331077878,-0.154595672,16,8,31,7
I62,N,286,253,-0.037538802,-0.082405397,0.978298579,-0.377758065,-0.156286349,17,8,31,6
I62,N,253,305,-0.031753633,-0.050700898,1.010888283,-0.353818245,-0.165098038,16,7,30,7
I63,N,222,153,-0.064386149,-0.091526369,0.653530302,-0.444570641,-0.152625742,17,7,31,7
I63,VEB,153,280,0.126229596,0.205363378,0.137032512,0.038656936,-0.093971857,9,36,50,5
I63,N,280,216,-0.061176073,-0.083214603,0.625615216,-0.357845838,-0.1359413,16,6,30,8
I63,N,216,209,-0.083442858,-0.084847025,0.643168029,-0.408061173,-0.156386385,17,5,29,7
I63,N,209,208,-0.070224125,-0.081797187,0.619517254,-0.394913482,-0.154741019,16,7,30,7
I63,N,208,212,-0.071709399,-0.09301036,0.606456462,-0.348553602,-0.147397969,17,5,30,8
I63,N,212,223,-0.068328126,-0.082517906,0.634646315,-0.406534359,-0.145381041,16,6,29,7
I63,N,223,229,-0.068967555,-0.064738924,0.634865458,-0.411776512,-0.151615551,16,6,30,8
I63,N,229,227,-0.063410077,-0.085716765,0.596621394,-0.33106302,-0.14017885,17,6,31,8
I63,N,227,230,-0.060454873,-0.08282328,0.626618159,-0.391536233,-0.141436209,17,6,30,7
I64,N,241,243,-0.034261241,-0.060584858,0.655564978,-0.356783986,-0.12114823,17,4,32,11
I64,N,243,244,-0.066421872,-0.037031074,0.662656165,-0.402500597,-0.162370409,17,5,30,8
I64,N,244,241,-0.059333543,-0.084246568,0.633912216,-0.436877814,-0.203664092,17,9,33,7
I64,N,241,244,-0.087988656,0.653574901,-0.037564558,-0.037564558,-0.174575279,3,6,15,6
I64,N,244,233,-0.079390881,-0.072051438,0.575413626,-0.369838018,-0.177565309,17,6,30,7
I64,N,233,234,-0.079450259,-0.066922326,0.641523474,-0.456245096,-0.182798993,16,8,31,7
I64,N,234,226,-0.086940215,-0.073282662,0.56711965,-0.417284543,-0.169770902,16,7,31,8
I64,N,226,223,-0.087100819,-0.083278901,0.601841696,-0.422344951,-0.179307074,16,6,30,8
I64,N,223,215,-0.084334563,-0.111079848,0.675551947,-0.462804916,-0.182764378,16,6,29,7
I64,N,215,213,-0.088238071,-0.076988813,0.707027168,-0.514278623,-0.193718315,16,7,31,8
I65,VEB,108,292,0.181568746,-0.996572077,1.316816744,-1.248781654,-0.106132592,38,23,69,8
I65,N,292,190,0.332592928,0.062186483,1.212409092,-0.660366784,-0.612952065,22,6,33,5
I65,N,190,105,-0.038212203,-0.203311276,1.239119705,-0.546444156,-0.066387394,16,3,26,7
I65,VEB,105,257,0.245775974,-0.52416245,1.334442612,-1.383293605,-0.088332121,38,23,89,28
I65,N,257,164,-0.128719229,-0.309473991,1.170629541,-0.707809489,-0.178281875,16,3,26,7
I65,N,164,113,-0.039572341,-0.168314026,1.21155211,-0.523450374,-0.168010157,16,7,28,5
I65,VEB,113,229,0.061044869,-1.148132738,1.222617428,-1.265854519,-0.261460828,38,6,48,4
I65,N,229,167,-0.169263253,-0.339999279,1.193542342,-0.682103566,-0.208655541,16,4,27,7
I65,N,167,165,0.023369726,-0.199772338,1.272521646,-0.515560073,-0.145064171,19,5,29,5
I65,N,165,172,-0.078988901,-0.272390153,1.262007933,-0.678367955,-0.138365423,16,3,25,6
I66,N,215,120,-0.173208752,-0.317180315,1.262530088,-0.691727362,-0.229576412,16,4,26,6
I66,VEB,120,309,0.225421264,0.580025289,1.546742736,-1.500731844,-0.050022295,52,20,134,62
I66,N,309,214,-0.000976253,-0.21272409,1.465567737,-0.403563212,-0.039797998,16,3,25,6
I66,N,214,212,-0.020138966,-0.247857652,1.194132229,-0.484122714,-0.102140397,16,5,27,6
I66,N,212,210,-0.031331039,-0.266068679,1.270740072,-0.594620546,-0.120445626,15,9,31,7
I66,N,210,212,-0.016952093,-0.274926835,1.314221401,-0.549487146,-0.108848083,16,5,27,6
I66,N,212,125,-0.022486798,-0.293969181,1.31295137,-0.522653685,-0.122957084,16,7,28,5
I66,VEB,125,305,0.201641354,0.571499748,1.460029088,-1.421945653,-0.070851285,51,21,136,64
I66,N,305,213,-0.054232282,-0.260195573,1.286943329,-0.611251558,-0.118460604,16,5,27,6
I66,N,213,208,-0.033647073,-0.295395136,1.375516217,-0.599093331,-0.105143058,16,5,27,6
I67,N,183,103,0.677731038,0.388212275,1.922414916,0.131940382,0.627257024,16,3,25,6
I67,VEB,103,240,0.066331252,-0.868230134,1.379424464,-1.511241093,-0.106487944,38,7,60,15
I67,N,240,158,-0.048450788,1.1844014,-0.074205718,-0.074205718,-0.222238543,2,9,17,6
I67,N,158,106,-0.037610407,-0.325743416,1.281448616,-0.595661349,-0.110760752,16,5,26,5
I67,VEB,106,203,0.00764737,-1.239087498,1.394094345,-1.545810312,-0.103620677,34,4,43,5
I67,N,203,161,-0.124380845,-0.383886953,1.10147437,-0.648877294,-0.229893792,16,4,25,5
I67,N,161,107,-0.082073192,-0.16294843,1.272767944,-0.580395348,-0.105533267,16,2,25,7
I67,VEB,107,197,-0.077641739,-0.95943841,1.374655932,-1.639416797,-0.078440508,38,1,51,12
I67,N,197,151,-0.182914562,0.209852134,1.183851621,-0.821231135,-0.245248951,16,7,70,47
I67,N,151,152,0.020383308,-0.241991058,1.306466711,-0.544123787,-0.06722871,16,6,28,6
I68,N,84,179,-0.118317384,0.22317158,0.245092998,-0.669450644,-0.236749083,28,5,43,10
I68,N,179,180,0.103636283,0.11811403,0.18918127,-0.649574473,0.074098667,11,3,23,9
I68,N,180,179,0.076588392,0.104333128,0.151137698,-0.607393712,0.010782535,11,5,24,8
I68,N,179,179,0.08712671,0.12692091,0.206919743,-0.580867377,0.064292198,12,3,23,8
I68,N,179,180,0.115182505,0.105263098,0.227101108,-0.618771858,0.102226555,11,2,22,9
I68,N,180,177,0.087449706,0.142101063,0.192597224,-0.651889525,0.07032232,12,3,24,9
I68,N,177,178,0.096892708,0.156291015,0.158191319,-0.614688113,0.050314251,11,4,23,8
I68,N,178,179,0.107129661,0.103382055,0.233122124,-0.581171148,0.068678993,12,3,23,8
I68,N,179,179,0.131557944,0.137095518,0.258599842,-0.627400031,-0.068933261,27,17,52,8
I68,N,179,179,0.108729135,0.156712793,0.200413196,-0.663532684,0.101921754,11,2,22,9
I69,N,154,220,-0.122772631,0.057840379,-0.169540493,-0.169540493,-0.169540493,0,4,9,5
I69,N,220,225,0.109515789,0.271302795,0.267774976,0.267774976,0.021790478,5,5,11,1
I69,N,225,223,0.114899912,0.008880115,0.342634562,-0.654874385,0.016883545,13,5,27,9
I69,N,223,226,0.106066673,0.01379081,0.29400834,-0.649583489,0.048493161,13,4,26,9
I69,N,226,228,0.108846386,0.022509405,0.264691646,-0.636727389,0.037210986,12,5,26,9
I69,N,228,128,0.105245475,0.021497781,0.281374264,-0.640783951,0.022505807,13,5,28,10
I69,VEB,128,317,0.091440539,0.853287121,-1.104228237,-1.690134693,-1.104228237,4,8,38,26
I69,N,317,210,0.049000825,-0.013841209,0.180762094,-0.660468865,0.029950763,12,3,25,10
I69,N,210,206,0.108977966,0.052409273,0.217830945,-0.622628971,0.033692573,12,5,26,9
I69,N,206,202,0.102563509,0.045528496,0.266854371,-0.621472888,0.023364542,13,4,27,10
I70,N,49,297,0.020718976,0.294137558,0.750895825,-0.861999607,-0.239383336,33,27,123,63
I70,N,297,297,0.083643352,0.274389222,0.897526393,-0.788228125,-0.095959521,34,22,117,61
I70,N,297,135,-0.049590331,0.280543767,0.918210307,-0.745480284,-0.09230682,32,8,102,62
I70,SVEB,135,340,-0.203368019,-0.086814068,0.684202548,-0.191689742,-0.214109334,27,4,35,4
I70,N,340,299,0.068426133,0.283854471,0.982228233,-0.803571798,-0.089875771,33,23,118,62
I70,N,299,298,-0.030583338,0.265710238,0.877747243,-0.774327793,-0.092547441,33,8,102,61
I70,N,298,293,0.092795885,0.273689917,0.86640279,-0.756205177,-0.099653976,33,24,119,62
I70,N,293,152,0.102624974,0.262117956,0.941772349,-0.810891694,-0.083508658,34,22,118,62
I70,SVEB,152,351,-0.013602779,0.29799225,0.827674589,0.217482846,-0.039928891,24,9,36,3
I70,N,351,302,0.072222811,0.314832066,0.911992513,-0.749775654,-0.094109896,32,24,119,63
I71,N,64,302,0.329763962,0.192087314,1.069556503,-0.606588259,0.12712232,33,23,120,64
I71,N,302,302,0.098004096,0.235888504,0.90119309,-0.727944558,-0.09756861,33,24,121,64
I71,N,302,302,0.090583723,0.27047323,0.919695544,-0.748855517,-0.104306689,33,24,122,65
I71,N,302,302,0.094331632,0.265878935,0.904918417,-0.734842039,-0.098337425,33,24,122,65
I71,N,302,299,0.089093903,0.253794565,0.91047754,-0.723475691,-0.102053465,33,24,122,65
I71,N,299,299,0.090860554,0.237442096,0.894435159,-0.725859137,-0.101604014,33,24,122,65
I71,N,299,308,0.105023631,0.270197686,0.925435278,-0.761677681,-0.092826391,33,24,123,66
I71,N,308,309,0.089581382,0.271353496,0.89751861,-0.734608374,-0.103074486,33,23,122,66
I71,N,309,304,0.084480255,0.26077294,0.887782894,-0.724491726,-0.10612554,33,24,123,66
I71,N,304,307,0.084200848,0.242260604,0.893709526,-0.717601071,-0.108544892,34,24,122,64
I72,N,198,119,-0.013946307,-0.652725199,2.470410217,-1.577747985,-0.023816601,41,4,52,7
I72,VEB,119,282,1.649528894,2.795325188,-3.030707938,-4.530016767,-3.030707938,5,9,40,26
I72,N,282,195,0.438374112,-0.899411516,2.322941261,-1.762120775,-0.015559156,25,43,75,7
I72,N,195,191,0.002747123,-0.812076331,2.452566244,-1.7118383,-0.0390287,40,7,54,7
I72,N,191,190,0.02166985,-0.719276703,2.236213962,-1.586547355,-0.008815816,40,6,53,7
I72,N,190,191,0.003443159,-0.857373539,2.669713527,-1.816035043,-0.029135927,41,6,54,7
I72,N,191,190,0.011640741,-0.827025862,2.561703316,-1.766176294,-0.022165872,40,6,53,7
I72,N,190,131,-0.009496657,-0.748938189,2.276766123,-1.651998172,-0.010432732,34,2,43,7
I72,VEB,131,250,1.489598976,2.04547652,-1.685613469,-4.000646529,-1.685613469,6,8,37,23
I72,N,250,188,0.181136817,-0.811492657,2.541777264,-1.690078368,0.154936205,25,8,40,7
I73,N,230,229,0.300944728,1.426762789,-2.432167058,-2.945189226,-2.432167058,2,6,25,17
I73,N,229,232,0.322555858,1.427914642,-1.79575954,-2.819413071,-1.79575954,3,5,25,17
I73,N,232,230,0.325475609,1.420070042,-2.221495294,-2.812625115,-2.221495294,2,6,25,17
I73,N,230,227,0.322656427,1.413535493,-1.921591751,-2.762210248,-1.921591751,3,5,25,17
I73,N,227,228,0.338089773,1.428912966,-1.818606298,-2.784009094,-1.818606298,3,5,25,17
I73,N,228,226,0.325656097,1.42353678,-2.463886278,-2.740537646,-2.463886278,1,6,25,18
I73,N,226,225,0.329551838,1.432958472,-2.035298503,-2.774800829,-2.035298503,2,6,25,17
I73,N,225,224,0.341938295,1.440216814,-2.186893318,-2.794726329,-2.186893318,2,6,25,17
I73,N,224,222,0.355378026,1.430013988,-2.38470435,-2.758065295,-2.38470435,2,6,25,17
I73,N,222,223,0.356835755,1.43430001,-2.341141414,-2.782745144,-2.341141414,2,6,25,17
I74,N,203,169,-0.24528923,0.281921275,-0.709006734,-0.709006734,-0.901444656,2,8,15,5
I74,VEB,169,228,0.074738694,0.830454119,-1.432627572,-1.834954415,-1.432627572,3,17,33,13
I74,N,228,189,0.091446807,0.72915666,-0.209823811,-0.209823811,-0.558562444,2,8,14,4
I74,N,189,205,-0.065664979,0.539193672,-0.333122212,-0.333122212,-0.731588912,2,8,14,4
I74,N,205,202,-0.079633862,0.555582188,-0.250634501,-0.250634501,-0.677369709,3,9,16,4
I74,N,202,190,-0.060108762,0.493862795,-0.395316095,-0.395316095,-0.721616086,2,9,15,4
I74,N,190,207,-0.07621354,0.459960633,-0.361715481,-0.361715481,-0.700277238,2,11,17,4
I74,N,207,205,-0.077767521,0.462601076,-0.344705824,-0.344705824,-0.702989484,2,10,16,4
I74,N,205,204,-0.090953651,0.45211846,-0.209516551,-0.209516551,-0.729358659,3,8,15,4
I74,N,204,206,-0.090506701,0.461206341,-0.315130257,-0.315130257,-0.704612558,3,8,15,4
I75,VEB,144,283,0.125549668,1.332635937,-0.760418624,-2.068189606,-0.760418624,8,14,35,13
I75,N,283,210,-0.05967541,0.853570974,-0.46095582,-0.46095582,-0.787246365,2,10,17,5
I75,N,210,150,-0.140625131,0.754614267,-0.394860762,-0.394860762,-0.873811661,3,9,16,4
I75,VEB,150,273,0.050183405,1.204121371,-0.931358576,-2.025978448,-0.931358576,7,15,35,13
I75,N,273,210,-0.029054769,0.964308277,-0.285106375,-0.285106375,-0.785936265,3,9,16,4
I75,N,210,205,-0.152756578,0.766851962,-0.177058308,-0.177058308,-0.862051035,3,9,16,4
I75,N,205,206,-0.165687195,0.778148543,-0.488176128,-0.488176128,-0.879208832,2,9,16,5
I75,N,206,207,-0.16414742,0.809764167,-0.636809982,-0.636809982,-0.930783151,2,9,16,5
I75,N,207,148,-0.149094003,0.867021027,-0.419572665,-0.419572665,-0.885265946,3,9,16,4
I75,VEB,148,262,0.196388439,1.240515128,-1.944160624,-2.133533372,-1.944160624,2,41,57,14
